partida_id,rodada,clube,atleta,minuto
6470,35,Santos,Gabriel Barbosa,45+1
6471,35,Flamengo,Willian Arão,82
6472,35,Botafogo-RJ,Erik Nascimento de Lima,42
6473,35,Sao Paulo,Diego Souza,31
6474,35,Gremio,Cícero Santos,24
6474,35,Gremio,Everton Sousa Soares,75
6476,36,Internacional,Andrés D'Alessandro,83
6476,36,Atletico-MG,Juan Cazares,42
6476,36,Atletico-MG,David Terans,90+3
6477,36,Santos,Rodrygo Silva de Goes,36
6477,36,Botafogo-RJ,Brenner Marlos Varanda de Oliveira,59
6478,36,Athletico-PR,Léo Pereira,52
6479,36,Palmeiras,Luan Garcia Teixeira,59
6479,36,Palmeiras,Willian Gomes de Siqueira,76
6479,36,Palmeiras,Eduardo Pereira Rodrigues,78
6479,36,Palmeiras,Deyverson,82
6480,36,Flamengo,Fernando Uribe,47
6480,36,Flamengo,Diego Ribas,90
6481,36,Cruzeiro,Aderlan Santos,43
6481,36,Cruzeiro,Fred,55
6481,36,Cruzeiro,Fred,72
6482,36,Vasco,Andrey,18
6482,36,Vasco,Yago Pikachu,90+5
6483,36,Ceara,Paulo Roberto Valoura Junior,33
6484,36,Bahia,José Rafael Vivian,53
6484,36,Bahia,Edigar Junio,55
6485,36,Chapecoense,Leandro,4
6485,36,Chapecoense,Leandro,8
6485,36,Sport,Michel Bastos,68
6486,37,Santos,Carlos Andrés Sánchez,2
6486,37,Santos,Wanderson Felipe Cardoso dos Santos,34
6486,37,Santos,Gabriel Barbosa,37
6486,37,Atletico-MG,Ricardo Oliveira,17
6486,37,Atletico-MG,Ricardo Oliveira,53
6487,37,Athletico-PR,Marcio Antonio de Sousa Junior,53
6487,37,Athletico-PR,Lucho González,58
6487,37,Ceara,Leandro Carvalho,26
6487,37,Ceara,Wescley,83
6488,37,Flamengo,Éverton Ribeiro,8
6488,37,Flamengo,Éverton Ribeiro,52
6490,37,Palmeiras,Deyverson,72
6491,37,Internacional,Nicolás Federico López,75
6491,37,Internacional,Nicolás Federico López,89
6492,37,America-MG,Juninho,47
6494,37,Botafogo-RJ,Erik Nascimento de Lima,7
6494,37,Botafogo-RJ,Erik Nascimento de Lima,75
6494,37,Parana,Alex Paulo Menezes Santana,64
6496,38,Flamengo,Luiz Rhodolfo Dini Gaioto,23
6496,38,Athletico-PR,Matheus Rossetto,65
6496,38,Athletico-PR,Rony,71
6497,38,Atletico-MG,Juan Cazares,18
6499,38,Gremio,Jael,12
6501,38,Sport,José Rogério de Oliveira Melo,84
6501,38,Sport,Hernane Vidal de Souza,90+2
6501,38,Santos,Rodrygo Silva de Goes,90+4
6502,38,Parana,Jhonny Lucas,90+2
6502,38,Internacional,Jonatan Álvez,66
6503,38,Fluminense,Richard Candido Coelho,41
6504,38,Chapecoense,Leandro,68
6505,38,Palmeiras,Edu Dracena,43
6505,38,Palmeiras,Gustavo Scarpa,57
6505,38,Palmeiras,Bruno Henrique Corsini,90
6505,38,Vitoria,Yago Rocha,71
6505,38,Vitoria,Luan Silva dos Santos,73
